text,F
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112102,nan
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112103,nan
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112104,nan
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112105,1
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112106,nan
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112107,nan
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112108,nan
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112109,0
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112111,0
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112113,nan
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112114,nan
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112115,1
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112116,0
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112117,nan
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112118,nan
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112119,0
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112120,0
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112122,nan
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112123,nan
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112124,0
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112125,0
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112126,1
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112127,nan
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112128,nan
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112129,nan
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112130,1
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112131,0
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112132,0
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112133,1
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112134,1
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112135,0
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112136,0
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112137,1
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112138,1
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112139,0
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112140,nan
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112141,0
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112142,1
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112143,1
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112144,nan
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112145,0
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112146,nan
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112147,1
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112148,nan
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112149,0
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112150,nan
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112151,nan
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112152,nan
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112153,1
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112154,1
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112155,nan
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112156,0
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112157,0
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112158,0
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112159,nan
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112160,1
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112161,0
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112163,nan
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112164,0
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112165,nan
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112166,0
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112167,1
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112168,nan
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112169,1
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112170,nan
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112171,1
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112172,0
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112173,1
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112174,nan
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112175,1
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112176,nan
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112177,nan
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112178,0
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112179,0
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112180,nan
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112181,1
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112182,0
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112183,1
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112184,nan
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112185,1
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112186,1
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112187,1
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112188,1
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112189,1
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112190,nan
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112191,1
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112192,1
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112193,0
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112194,0
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112195,0
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112196,nan
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112197,nan
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112198,nan
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112199,1
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112200,1
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112201,0
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112202,0
https://doha.ogc.osd.mil/Industrial-Security-Program/Industrial-Security-Clearance-Decisions/ISCR-Hearing-Decisions/2019-ISCR-Hearing-Decisions/FileId/112203,nan
